id,sentiment
1560_10,0.97640365
1325_9,0.47342446
3548_8,0.40929416
607_1,0.03601012
6702_7,0.04140963
5702_3,0.041124027
11345_8,0.53876835
3428_4,0.5348277
7209_9,0.9852025
8425_8,0.5037591
3087_1,0.035021763
1119_8,0.54821455
5715_3,0.8988576
8645_1,0.034701496
2149_3,0.02249415
10403_10,0.5517326
5628_1,0.032993402
5570_10,0.8643382
1613_3,0.040315688
1454_4,0.7702902
5094_3,0.05452494
7982_1,0.14223348
6894_2,0.121445276
6554_1,0.05710863
4721_3,0.11642017
6904_4,0.09614491
893_8,0.854783
4605_4,0.22928299
11516_7,0.7233585
11718_7,0.89201796
5956_1,0.008989009
7455_9,0.8300804
6396_4,0.85876966
1223_8,0.36755502
8556_1,0.12750384
6108_8,0.8675641
11690_1,0.0027937454
3778_9,0.5499269
3627_4,0.25773245
8256_4,0.28547648
533_1,0.0084443055
5235_4,0.059099235
621_2,0.03363402
5365_1,0.1250115
8180_3,0.08461184
7396_7,0.018572247
9776_10,0.8665436
8175_10,0.9569031
3128_1,0.46436486
4606_1,0.12027085
6158_2,0.017932478
3281_10,0.5593311
4723_4,0.020624138
11994_3,0.23734944
7701_1,0.004761979
103_3,0.14452551
8908_10,0.7748014
8876_1,0.031076299
7519_9,0.7466897
12456_8,0.22608753
9514_8,0.17045884
8680_8,0.4905435
12402_10,0.6144855
362_2,0.30153787
9825_7,0.88875514
2913_3,0.12310702
7164_8,0.582029
11177_7,0.7034451
5707_10,0.9367606
8103_10,0.9202463
6289_1,0.0646791
11754_1,0.07629732
11640_10,0.7509408
9933_7,0.53303915
185_10,0.6397151
242_10,0.80047995
9369_8,0.78670037
7453_10,0.4568454
7514_7,0.020553881
10860_2,0.019550204
8663_8,0.11196938
9108_1,0.257302
7941_1,0.05544485
10116_1,0.0042696735
9841_4,0.64679384
4512_9,0.4285468
4853_2,0.35352343
2664_4,0.7407714
9966_10,0.924029
5167_2,0.012344428
3894_2,0.018985158
3929_8,0.39206895
7165_10,0.58792424
5451_8,0.027665952
2947_4,0.63871753
4611_10,0.42447624
5807_1,0.03258513
9464_8,0.86829424
3124_10,0.796057
2705_4,0.9207784
12187_8,0.9424962
12319_10,0.86268294
9874_3,0.12579398
3406_4,0.4180602
2327_10,0.9058003
605_10,0.89252937
8080_4,0.07269383
3074_10,0.85662323
2499_3,0.48573768
1013_1,0.13841161
11535_1,0.07224509
4118_7,0.12546441
10492_8,0.8590225
2129_4,0.026911417
9814_10,0.71429956
10671_9,0.4533652
5980_10,0.7416253
2755_2,0.14362834
5461_2,0.4996437
11979_1,0.5493538
8810_1,0.05386454
852_7,0.8733702
10961_4,0.02910035
7436_4,0.2344055
11281_3,0.64846826
4208_3,0.41784954
8213_10,0.69387376
9851_2,0.80642384
4713_7,0.8227073
9528_1,0.38401836
3595_10,0.8040292
5785_3,0.16386852
10370_3,0.032770947
1980_3,0.40478614
8800_4,0.82032186
4437_3,0.036610987
28_3,0.8993016
12171_1,0.041468814
9359_3,0.19871159
3831_9,0.89556825
10962_7,0.95549023
1500_9,0.50794196
11470_10,0.9293216
11843_3,0.037416413
11200_4,0.07383012
1067_1,0.019263623
3333_1,0.024729295
4487_4,0.811554
6428_1,0.08194672
575_7,0.11035809
10904_9,0.86209637
11821_2,0.49511158
11605_1,0.21213645
1111_7,0.8396487
10295_1,0.43831584
1146_4,0.6575749
2405_9,0.92334634
11081_10,0.3007627
2201_10,0.7638424
4844_1,0.016722798
11007_8,0.9059285
6535_7,0.5788332
2653_4,0.10037303
8245_10,0.8160342
9951_8,0.9319385
6133_8,0.17815095
10006_2,0.09908532
7350_1,0.43692365
4509_9,0.84491557
948_1,0.029317617
3987_1,0.34414682
2947_10,0.48771793
6041_3,0.023176394
2946_1,0.09013725
11967_4,0.03474034
1185_10,0.93873584
10323_2,0.41989025
11706_2,0.004459359
3663_1,0.042633332
5602_10,0.8688888
4870_10,0.556141
1994_1,0.045182478
10807_7,0.9518598
6871_3,0.97104776
1175_2,0.06602463
10919_7,0.8571801
8127_10,0.6576281
12497_4,0.44368163
3274_1,0.3246509
2568_3,0.024421306
840_2,0.22508262
5626_10,0.9790606
7561_10,0.97790706
4600_3,0.19139095
3324_9,0.32898715
8899_7,0.80278146
5592_8,0.65305114
12483_4,0.029200803
7874_1,0.0113230115
5878_10,0.8482089
4303_9,0.8306814
9421_1,0.10066214
10269_4,0.45472014
10615_2,0.306188
2634_10,0.76937604
7522_1,0.02125244
9289_10,0.77436465
4636_10,0.60744536
1241_7,0.2177392
9458_9,0.30256444
11690_10,0.9541334
7176_4,0.32287985
6212_10,0.8366981
6319_1,0.24880123
5229_3,0.096788384
466_9,0.8834789
8693_2,0.30367956
2952_10,0.9021891
1128_1,0.3167189
3975_10,0.4452788
11365_10,0.34965244
2074_9,0.8398558
9768_10,0.90113753
4895_1,0.018400148
5726_10,0.8549987
9993_10,0.88389546
11319_2,0.93338364
10561_2,0.6010411
5455_8,0.5883281
10684_3,0.7353678
3652_3,0.8009527
7825_1,0.007559809
8806_1,0.08497939
275_10,0.7587183
2246_1,0.056757864
11968_2,0.005458353
2528_1,0.36850506
8491_8,0.48440567
13_1,0.1430709
4530_8,0.499235
5207_3,0.04003213
11648_10,0.6950431
8260_1,0.16563523
10730_10,0.95547813
10402_3,0.16119112
8077_1,0.013891075
8598_8,0.9045028
2809_3,0.036228854
12490_10,0.86349326
1447_9,0.9634862
1605_3,0.24784255
2311_4,0.025743399
3235_9,0.8548066
5725_10,0.85147005
9025_10,0.3795122
6049_9,0.31163007
4803_10,0.94732344
191_9,0.9335493
420_3,0.62516725
5238_2,0.0015241324
1280_9,0.89042515
9408_4,0.255994
819_1,0.0038952574
1656_4,0.08515776
9964_3,0.35379818
10404_4,0.77098066
12369_10,0.86241275
6423_1,0.010247465
9942_8,0.24872412
1519_1,0.07567735
100_10,0.89089495
3216_10,0.79799813
3909_10,0.50071883
5034_7,0.8912787
14_8,0.96060073
5891_3,0.035126362
8496_10,0.9743543
7429_1,0.011287898
9457_1,0.13274768
9602_8,0.792164
4198_1,0.025238479
154_2,0.16480339
5070_2,0.29502982
4207_8,0.7600638
7758_8,0.49517027
4439_9,0.8822226
12042_1,0.015446349
7244_1,0.0054029445
6854_1,0.018792043
11932_10,0.83179224
4151_10,0.5960679
7265_1,0.16399413
10272_7,0.8230644
4256_4,0.26059952
1225_7,0.4926662
956_10,0.8185621
6389_2,0.043687396
1365_4,0.04576305
4752_7,0.3448403
276_10,0.83878195
8766_9,0.7801882
11225_10,0.8669258
6920_1,0.034275115
11536_1,0.0070269145
1923_9,0.85964197
11460_10,0.71641797
10054_7,0.81942654
10845_1,0.004345331
10231_4,0.48413506
9430_8,0.50916135
3226_2,0.14176701
4298_3,0.059118975
10635_4,0.47496665
10567_4,0.045056432
5460_10,0.7667061
7310_7,0.7969586
10330_2,0.005255021
5151_9,0.7660312
11_3,0.82568645
1448_8,0.88968694
10130_8,0.87486005
2199_3,0.011893737
1761_10,0.90658015
2782_1,0.012831672
7618_10,0.95345306
85_10,0.7825589
5730_3,0.12943813
3641_1,0.13278249
8190_9,0.936665
9533_10,0.5992984
9508_1,0.17165433
237_8,0.84713167
3981_7,0.71370727
7194_9,0.67200094
10584_8,0.84940135
248_2,0.01447616
8358_4,0.086364836
1218_1,0.0024096752
4191_10,0.11212884
3090_8,0.60207856
11923_2,0.12331327
1640_8,0.20561007
9972_3,0.02360938
11818_4,0.8914412
4350_10,0.87158424
877_10,0.44102705
10017_8,0.46887234
7975_10,0.9552171
8436_1,0.17284708
6024_7,0.6078256
3112_1,0.012596117
951_10,0.5119115
1622_1,0.027857373
191_3,0.59372365
5669_1,0.047137436
1891_4,0.24355826
12173_9,0.9147954
7887_7,0.8150748
3256_10,0.009591783
5419_1,0.0060088993
7635_1,0.029617716
8297_2,0.26960492
7137_8,0.46943253
7562_3,0.070254594
9944_1,0.018007927
4288_1,0.010124852
8087_1,0.21839541
4771_10,0.9343403
10482_10,0.9113125
5324_10,0.979439
3080_1,0.08778304
10923_7,0.6315659
1753_7,0.85609937
317_10,0.47176477
12474_8,0.34676954
773_8,0.9521868
388_1,0.15083088
12141_2,0.550927
5667_1,0.35107198
1071_9,0.7187848
2897_10,0.9538051
9481_4,0.4113418
12025_1,0.022933377
8879_7,0.6620134
5683_1,0.07121853
7026_1,0.09647137
2439_1,0.557826
3631_7,0.8523806
1650_9,0.30624086
5378_7,0.9040453
9745_1,0.009017859
11563_8,0.67922115
299_8,0.8726166
9471_2,0.07709783
1866_1,0.106184065
2639_4,0.04007479
5122_1,0.24783063
12341_7,0.60517526
2936_8,0.88629496
8647_10,0.5252535
4255_9,0.9740346
7262_8,0.11388321
8413_10,0.62355363
10080_1,0.013428235
3973_1,0.84653
8752_9,0.96621144
4018_2,0.3532487
7669_1,0.047432896
10421_4,0.47940832
7854_8,0.9704488
162_8,0.7743699
11614_9,0.21938483
11343_8,0.79060376
1708_7,0.5247986
7115_4,0.182991
10498_10,0.17179167
2944_8,0.8285288
10474_3,0.20985697
1263_1,0.050125867
1693_4,0.85994315
9600_9,0.046827342
11173_2,0.113799945
3961_2,0.37322804
8011_1,0.5950675
7386_8,0.14629237
8787_8,0.8069349
12349_9,0.8649
1776_4,0.94698435
5885_4,0.7263153
220_4,0.007359023
5547_8,0.9626705
2853_1,0.2918904
2157_2,0.09145561
11667_2,0.059187837
194_7,0.6126542
1633_1,0.0059429198
6897_2,0.16670679
11568_2,0.02780239
9219_1,0.10234527
477_8,0.673995
8980_3,0.6804829
4612_10,0.9659475
8030_10,0.7475164
1846_8,0.97398573
2786_8,0.5992841
2634_1,0.011209999
3110_8,0.87463105
11587_8,0.85083884
11262_8,0.1941525
5680_7,0.05260077
4583_4,0.2866968
1451_1,0.0069779195
4244_4,0.19053908
6176_4,0.023539739
8851_10,0.3927891
908_9,0.6100253
7494_9,0.08892632
8061_3,0.41815406
789_1,0.1442965
2374_7,0.9050331
11225_3,0.12350666
4467_4,0.020486465
8516_10,0.08289637
4121_10,0.8891154
10267_7,0.4145612
6040_8,0.44227803
8338_7,0.943961
2903_7,0.9417679
6662_9,0.93096924
5333_10,0.8203432
7470_4,0.13994044
8813_1,0.012980285
4514_3,0.7274346
9584_7,0.17493571
11706_8,0.701403
11538_8,0.5021832
4210_1,0.016377533
8984_1,0.006097435
3431_4,0.12989147
4973_10,0.676008
12260_1,0.004635059
4267_10,0.89307356
9906_9,0.9231732
670_7,0.88739
6270_3,0.030801306
5164_4,0.062039662
9741_2,0.03920051
3761_8,0.20667699
2651_2,0.66396743
7448_10,0.58449334
7184_9,0.95588505
1313_9,0.9133464
10654_8,0.90073276
7151_1,0.058431067
2320_10,0.6772241
12033_7,0.46387348
6429_1,0.03736334
1420_4,0.91267735
3002_7,0.7292986
1299_1,0.2402665
7897_9,0.8828546
1529_4,0.05563536
9760_2,0.32114515
11318_1,0.8896368
2217_3,0.011505063
11641_2,0.082887515
7238_10,0.93555886
7710_8,0.42906892
12011_8,0.8797963
4495_7,0.869119
11144_4,0.46039718
5625_2,0.33734608
2926_7,0.027994996
8538_8,0.62227035
8875_10,0.800124
10881_10,0.8161004
1662_7,0.8811026
4560_9,0.9033985
6714_4,0.06865541
9059_10,0.9528586
6631_10,0.6691115
8520_1,0.08170655
918_4,0.46781918
3102_10,0.9527098
3611_2,0.06553248
8434_10,0.96068156
681_7,0.94310707
7386_4,0.06493967
7566_9,0.06785759
10110_10,0.92861885
10486_10,0.88073075
1492_3,0.64310354
11823_1,0.15794262
2331_9,0.94141996
2200_2,0.03899953
9547_1,0.15452255
785_2,0.08596528
5101_4,0.5142437
5657_10,0.64859575
6902_7,0.3111634
1490_9,0.25331974
7148_9,0.79740065
7387_8,0.2648838
8277_9,0.8169564
6912_7,0.85713744
170_2,0.8960282
7702_10,0.7964589
4393_3,0.015505613
2608_3,0.7116339
4931_8,0.9142242
10589_10,0.056710694
8623_4,0.027452778
6057_2,0.045441274
2704_9,0.9393355
1790_2,0.4209957
12370_1,0.0016949243
159_1,0.029461363
343_9,0.96603405
2128_9,0.75904495
11181_8,0.42558652
11775_10,0.29607138
3514_10,0.8569344
6993_2,0.005301012
2866_9,0.48522878
1000_9,0.77235
11772_7,0.38182747
3355_9,0.78657836
8519_8,0.66122216
7879_3,0.41861472
4332_10,0.55222845
5403_1,0.0054364563
1514_7,0.04839018
7904_1,0.00446254
10550_2,0.62565243
11442_10,0.9645045
2821_3,0.1309245
5766_1,0.009892266
8061_9,0.9147126
2166_1,0.05492558
6206_1,0.10606655
11124_2,0.06220495
7625_10,0.7196225
90_9,0.25738284
7959_10,0.8712916
7029_10,0.74303705
779_8,0.91350377
1101_4,0.06442439
11189_4,0.4244402
9790_4,0.7007624
10861_1,0.055557333
5902_2,0.07609903
9545_10,0.15477675
3730_1,0.0026386443
4951_9,0.3780306
3295_1,0.10667144
9495_2,0.53795135
2876_1,0.33013037
2796_1,0.015039444
10338_3,0.08567199
10913_7,0.16728354
4685_2,0.019226857
11586_1,0.010182439
4904_7,0.8363612
7110_7,0.50989735
2086_4,0.44233027
7372_7,0.71874136
135_9,0.622549
7038_3,0.039329838
1119_2,0.1768732
5057_8,0.40789306
3479_10,0.9691441
6489_8,0.8845293
4910_8,0.8279701
5979_10,0.71706307
11304_1,0.18805861
2102_9,0.95570195
8048_1,0.053314935
12153_7,0.7713629
4832_8,0.49279842
3079_9,0.90160435
8254_2,0.09714458
7981_7,0.7529941
611_1,0.11097426
307_10,0.7300316
8861_3,0.004687937
4635_4,0.7346641
6197_7,0.59098685
6739_3,0.15219583
8588_9,0.76858467
8461_7,0.6811719
10089_1,0.016365131
2609_7,0.22052085
1418_3,0.30942786
2661_10,0.7306648
1253_9,0.7685001
8815_9,0.65831983
9867_8,0.6508011
2155_1,0.17326985
12259_4,0.5051875
11224_3,0.3108137
4781_1,0.0024842517
4354_9,0.9531631
9629_9,0.91387105
3629_9,0.5449898
6445_10,0.96003836
9526_10,0.92409855
5138_2,0.07672629
349_10,0.9376286
2099_7,0.014983082
4411_1,0.46805704
8127_3,0.041759092
5225_8,0.8659455
7970_3,0.11641456
5688_7,0.10496114
12099_3,0.2548541
6020_4,0.73986316
3892_8,0.43316552
2098_8,0.8810457
4851_7,0.9801506
10967_10,0.7653994
6230_4,0.7908403
2211_2,0.07414795
11978_10,0.2817283
8802_1,0.0066534774
11010_3,0.33602583
10083_2,0.29897937
5588_10,0.3649168
958_10,0.29176587
6771_4,0.65208447
6767_9,0.86425376
7302_10,0.915725
5324_3,0.0132786725
7737_10,0.9538157
8603_10,0.13875471
3029_7,0.9281187
8640_2,0.008970686
2139_1,0.005462983
6305_10,0.7850935
6884_7,0.8241262
5534_8,0.80524015
7619_8,0.9683024
10057_8,0.2830306
972_7,0.87884545
6245_8,0.51367426
6627_7,0.86018187
3621_10,0.7041903
2290_4,0.80273575
24_4,0.77332234
5689_1,0.012098785
6497_4,0.48133615
12405_4,0.8705484
11720_7,0.98430353
10088_1,0.011855009
9258_9,0.9638289
354_4,0.87308097
4770_10,0.8361225
1035_3,0.6336063
739_1,0.051262908
6267_7,0.9182811
1562_8,0.56202835
1438_1,0.00520236
281_8,0.72911036
1818_1,0.35846645
3943_3,0.04710505
8116_4,0.70470667
6984_1,0.07589305
5330_4,0.00823764
8821_8,0.96289915
10484_10,0.9722206
1886_4,0.05396796
7943_2,0.08453182
6438_7,0.93163943
8931_10,0.25082016
10538_10,0.61911875
534_10,0.8735852
7329_2,0.053570658
6614_2,0.56230515
710_10,0.6530962
3120_4,0.65187186
9046_1,0.02272243
5638_2,0.42605227
2455_4,0.1841886
2652_3,0.015658982
11006_4,0.5120171
5065_3,0.029607864
9805_10,0.74719006
7092_8,0.9606799
1735_10,0.85692453
3609_1,0.0075101866
1201_10,0.96103495
11024_9,0.8015944
3807_10,0.8617932
4483_10,0.036476687
4510_7,0.93167067
8037_1,0.6720728
1760_1,0.067543656
133_8,0.6695523
9039_8,0.93228644
8462_4,0.695694
2468_10,0.9439825
7684_3,0.094929606
10350_9,0.84905076
1199_10,0.96247447
8560_1,0.011777433
6405_3,0.017406736
1295_1,0.003240499
6420_1,0.078842975
12183_9,0.91958207
11619_1,0.023490556
1415_9,0.548018
9414_1,0.011334772
7640_4,0.10278347
9211_9,0.698568
557_9,0.82205003
4501_9,0.87886727
8711_10,0.17503446
2402_1,0.39485535
4586_10,0.37284756
176_3,0.28832567
3545_1,0.3249487
8932_1,0.008669152
5829_10,0.7140433
3409_10,0.9282874
3636_3,0.45441067
12048_7,0.9605529
10468_10,0.8981953
11546_10,0.85437506
9444_10,0.688695
6275_1,0.060668238
152_4,0.508304
4767_9,0.6110649
6751_1,0.023959927
10245_4,0.008042601
5407_8,0.82289046
1923_1,0.07432367
515_9,0.07421353
9988_1,0.09834964
5928_8,0.8658493
10163_4,0.2897685
7969_10,0.13992368
1494_4,0.6458253
11211_10,0.957978
1957_1,0.004615525
8484_7,0.6847805
848_2,0.04757924
5177_1,0.36683267
10667_10,0.61537516
3075_1,0.1906857
9443_10,0.5386651
1572_8,0.80486006
11285_8,0.049952086
3125_1,0.6151528
9265_9,0.39832506
4072_1,0.16573338
6390_2,0.06990316
6496_4,0.24010995
8766_2,0.04884209
7787_10,0.7749699
5897_10,0.91665334
9027_1,0.07483489
1538_2,0.042415854
1220_3,0.006356393
8600_3,0.28598392
11432_2,0.3914636
1424_4,0.35262367
7344_10,0.5566767
10842_1,0.23787034
10332_10,0.4264238
4340_4,0.14919782
4868_4,0.05746242
11216_9,0.49239957
12027_10,0.3915324
6785_7,0.8387414
8773_8,0.6378345
8119_4,0.79358643
10138_10,0.8438684
7197_2,0.041146927
1536_3,0.15838641
9981_7,0.8186434
4753_1,0.07502898
2795_7,0.07262415
6672_4,0.027027603
10805_7,0.7443181
5866_1,0.02599285
570_1,0.0057160663
11965_8,0.65624464
3288_1,0.06438024
8135_1,0.55517995
10094_9,0.84188855
5845_10,0.9060787
3570_8,0.13138649
1240_1,0.40415144
231_1,0.40722004
10628_9,0.89661235
3536_1,0.009320935
1852_10,0.75518936
8202_7,0.06674953
5907_7,0.9026289
1759_10,0.7161914
4492_10,0.7829933
4844_7,0.5084731
3189_10,0.862283
3403_10,0.9267853
5874_2,0.03147328
7809_10,0.9007173
3632_9,0.89619774
11767_2,0.22134086
9925_3,0.47451505
4218_1,0.24002202
12036_7,0.32056546
8973_2,0.32967612
2464_10,0.914119
4094_1,0.08658441
10592_1,0.05074897
10648_9,0.6671222
3887_10,0.9530898
9092_8,0.49185738
10666_10,0.91250306
8389_10,0.9118736
5281_10,0.91909695
6946_1,0.040463783
1132_1,0.027185816
10052_4,0.27665785
768_10,0.93417567
5432_3,0.03987885
7424_3,0.018857157
2366_2,0.4536428
2865_3,0.36285844
7806_2,0.35390946
8878_3,0.07837472
6298_7,0.9119091
4517_4,0.5240278
12018_10,0.602082
3662_1,0.058120802
11393_10,0.86172533
2071_10,0.84797764
8217_8,0.6896803
6568_2,0.13724443
3840_10,0.97986746
1666_3,0.57234114
2360_7,0.538617
5778_4,0.31796923
5341_4,0.27802858
4044_2,0.006003015
2503_3,0.04658502
4095_10,0.89596313
2092_2,0.01854104
2707_3,0.0057572187
573_10,0.23098843
6441_7,0.77048165
7565_3,0.023358883
9499_7,0.6429775
657_10,0.9546647
8840_10,0.2400375
1407_4,0.8667063
12453_2,0.6643526
8273_9,0.8313987
8366_7,0.8706423
10643_9,0.1634313
9998_1,0.025370197
1385_1,0.046627723
1354_4,0.24768741
4674_7,0.16715574
3515_4,0.5896134
10426_8,0.25494516
10226_3,0.8528517
10391_4,0.33826002
9968_1,0.035758592
2893_3,0.0026952303
2546_9,0.3904984
37_1,0.064866565
1757_10,0.8814725
1569_8,0.84784573
1466_3,0.16446954
7783_1,0.02584302
9506_10,0.4483977
10835_3,0.012972583
2917_9,0.5159385
2495_7,0.92926675
1686_10,0.90669775
2414_7,0.048696093
5318_8,0.4377232
8858_8,0.3559949
8112_1,0.01688109
6532_2,0.12208723
2526_10,0.84147954
11089_7,0.4069508
4297_8,0.7316278
3179_9,0.91131324
5832_10,0.83494866
10539_8,0.3638693
9226_10,0.7739907
9878_1,0.3114894
7940_10,0.86474013
7195_10,0.47457412
2979_1,0.4505064
3597_10,0.9762273
2931_8,0.8969038
8571_10,0.40862665
12148_1,0.0030710427
4047_2,0.002584411
6164_10,0.7388795
2214_8,0.8076147
5903_1,0.11777282
7931_9,0.5191008
1205_3,0.22518073
5983_10,0.92189324
10424_7,0.048832677
11032_7,0.71034986
1303_10,0.716202
10390_1,0.0766935
8349_2,0.03547771
3605_8,0.72824806
12273_1,0.005468214
60_1,0.14956208
3879_9,0.5672436
12431_4,0.54881316
4499_2,0.3898381
5786_10,0.40126625
5521_4,0.92531234
793_8,0.78689265
7948_3,0.054639533
9022_2,0.025462437
11071_1,0.04065035
4991_3,0.91255707
8226_1,0.05684989
8762_3,0.52036905
6918_4,0.40201315
844_10,0.67035353
11503_8,0.32120472
7406_8,0.8790021
7743_1,0.23886363
514_3,0.07061068
10927_9,0.88723487
3731_7,0.82668585
8870_4,0.10848419
11099_10,0.87753785
8456_10,0.2055348
10944_7,0.19107357
7168_3,0.030759659
3378_10,0.67276645
8203_3,0.37420002
5676_1,0.013871675
5061_9,0.95366335
6238_8,0.22579846
1136_8,0.153867
6234_3,0.21513817
9510_3,0.7805035
9632_7,0.605844
4357_1,0.020293951
1176_9,0.90809005
10821_8,0.8543002
4143_4,0.2590192
5074_8,0.8407382
11673_1,0.01211473
11072_2,0.021865591
1816_4,0.37711698
3974_7,0.62420833
796_4,0.08597387
8540_2,0.13915142
10959_8,0.9411758
4576_10,0.1545913
7030_1,0.9158516
3340_10,0.9427646
3223_3,0.06471326
3030_1,0.32889992
4194_1,0.012415498
11322_1,0.06853673
1785_1,0.103951074
7109_2,0.112495676
4120_1,0.046702854
3024_7,0.6392568
589_2,0.07977303
2480_10,0.47017497
4878_1,0.7165894
571_1,0.43102178
12156_8,0.9555983
7547_9,0.83529806
6577_10,0.96833014
7101_3,0.045609463
1731_3,0.2986211
10424_1,0.020038404
9056_10,0.9604489
11959_3,0.046896785
6952_4,0.019106219
8709_10,0.7004586
4716_10,0.9525458
2393_10,0.8735721
4007_7,0.35492146
1196_2,0.4462542
8483_1,0.02679394
1840_3,0.6390298
6108_1,0.48070896
4621_8,0.754097
11332_4,0.9395598
8800_10,0.9881655
886_7,0.8409064
6495_8,0.717993
6193_10,0.18124019
10297_1,0.039916404
4233_1,0.25094336
3121_10,0.7429455
1681_10,0.89526415
5789_1,0.029003598
6446_10,0.9066172
479_9,0.9499332
6401_1,0.0099873645
7602_1,0.054094035
10792_1,0.012554972
11436_9,0.9654677
6944_1,0.13783711
6275_9,0.020998018
7314_10,0.86520773
8887_9,0.40621954
1835_8,0.9209206
8403_7,0.5713643
2090_1,0.011441593
12310_1,0.63204783
9795_9,0.70002806
4260_1,0.019581836
3214_4,0.6048115
10974_8,0.665081
3374_10,0.029029189
2251_2,0.1386817
2325_7,0.9185036
28_9,0.6878748
1758_2,0.087171815
1222_8,0.69884574
