id,sentiment
3182_9,0.9848103
2797_8,0.74412715
7613_2,0.9014507
11624_4,0.07803556
4847_10,0.9950812
10684_7,0.56245506
6312_1,0.49162745
4925_3,0.0024530152
4125_1,0.00034787256
2394_10,0.99984837
12105_10,0.9208894
7812_1,0.00060941733
1061_8,0.8684036
9343_3,0.23664753
7696_10,0.99943894
9355_10,0.99851674
782_9,0.99875915
9882_10,0.9999485
10642_10,0.9994336
7410_2,5.979132e-05
9591_4,0.020226464
11902_3,0.28833464
3495_7,0.08278144
6733_1,2.2185631e-07
4552_1,0.0007129744
6722_1,0.04651916
188_10,0.99473155
5099_10,0.8553411
10313_1,0.13416213
6756_9,0.93161637
6622_2,0.0005017271
4807_10,0.9921016
7173_3,0.13233335
11321_8,0.65070015
7909_9,0.43419665
8012_7,0.09037703
8615_4,0.10013421
8117_10,0.9331033
1892_10,0.9633815
4617_1,0.10582236
1893_8,0.9406499
5435_1,0.0027184633
162_3,0.007268907
6516_10,0.9768016
11588_7,0.8827025
2006_1,0.0064743175
1594_4,0.07777219
1472_1,5.0892064e-05
3647_1,0.43788812
174_7,0.8128436
5539_7,0.0037554048
3384_10,0.9885046
3811_4,0.4524854
4079_8,0.9428875
1179_7,0.536821
3069_9,0.9973074
3769_8,0.9162048
9247_10,0.9526174
10434_1,0.00020929557
1147_10,0.9986307
5344_7,0.93926275
8073_10,0.9969342
7833_3,0.00023118242
8370_1,0.0074700452
9007_8,0.00080181507
6624_7,0.14705385
6683_3,0.01739633
12275_7,0.07839988
11927_8,0.8506681
1560_10,0.98583907
1325_9,0.79961663
3548_8,0.16471884
607_1,3.533508e-05
6702_7,0.48068285
5702_3,0.026722372
11345_8,0.98485327
3428_4,0.08072427
7209_9,0.999759
8425_8,0.82785237
3087_1,0.00019497947
1119_8,0.7134458
5715_3,0.27900845
8645_1,0.0070307353
2149_3,0.00076222885
10403_10,0.25546452
5628_1,0.009954449
5570_10,0.9961901
1613_3,0.00612261
1454_4,0.9794144
5094_3,0.007449191
7982_1,0.048891626
6894_2,0.739343
6554_1,0.1363496
4721_3,0.21418312
6904_4,0.0131204305
893_8,0.9829284
4605_4,0.81323403
11516_7,0.7442815
11718_7,0.99802977
5956_1,0.0063301576
7455_9,0.9904445
6396_4,0.19977449
1223_8,0.97742414
8556_1,0.002651513
6108_8,0.66380715
11690_1,1.7958641e-06
3778_9,0.7915213
3627_4,0.1724153
8256_4,0.16082314
533_1,2.2774702e-05
5235_4,0.01952844
621_2,0.004360603
5365_1,0.5270976
8180_3,0.09753911
7396_7,0.014672903
9776_10,0.9547289
8175_10,0.850567
3128_1,0.07913786
4606_1,0.01079769
6158_2,0.01635725
3281_10,0.834104
4723_4,0.0075544054
11994_3,0.031447038
7701_1,1.1629392e-05
103_3,0.17473795
8908_10,0.93601847
8876_1,0.000809737
7519_9,0.9818855
12456_8,0.4673142
9514_8,0.62856495
8680_8,0.90393585
12402_10,0.9843844
362_2,0.025299756
9825_7,0.8161987
2913_3,0.09045014
7164_8,0.9548051
11177_7,0.85514796
5707_10,0.99898535
8103_10,0.91946435
6289_1,1.4759884e-05
11754_1,0.17630838
11640_10,0.999199
9933_7,0.9249306
185_10,0.998599
242_10,0.9984465
9369_8,0.8857463
7453_10,0.90530825
7514_7,0.3344854
10860_2,0.0029551983
8663_8,0.7432713
9108_1,0.0038572026
7941_1,0.0002880973
10116_1,3.083147e-05
9841_4,0.21335521
4512_9,0.8470054
4853_2,0.12014777
2664_4,0.05583884
9966_10,0.97973
5167_2,0.05609012
3894_2,0.014959496
3929_8,0.6284738
7165_10,0.9933476
5451_8,0.16430578
2947_4,0.6288423
4611_10,0.9988887
5807_1,0.10943836
9464_8,0.96638954
3124_10,0.9512208
2705_4,0.8751423
12187_8,0.9801823
12319_10,0.99130297
9874_3,0.110957466
3406_4,0.6735096
2327_10,0.99948114
605_10,0.9562263
8080_4,0.021680316
3074_10,0.99180156
2499_3,0.0028789693
1013_1,0.85707974
11535_1,0.0025934821
4118_7,0.9675015
10492_8,0.9970988
2129_4,0.077247776
9814_10,0.013407046
10671_9,0.41249698
5980_10,0.9997662
2755_2,0.019039275
5461_2,0.32135743
11979_1,0.10100377
8810_1,0.00033178655
852_7,0.88201165
10961_4,0.11411769
7436_4,0.026519623
11281_3,0.72082525
4208_3,0.0759361
8213_10,0.87880826
9851_2,0.287794
4713_7,0.9350871
9528_1,0.89574796
3595_10,0.99735653
5785_3,0.74967146
10370_3,0.0013270368
1980_3,0.40986717
8800_4,0.21508865
4437_3,0.100327596
28_3,0.43657514
12171_1,0.59335256
9359_3,0.120677896
3831_9,0.9986772
10962_7,0.99412763
1500_9,0.6980474
11470_10,0.96338075
11843_3,0.017141672
11200_4,0.36054713
1067_1,0.00045673648
3333_1,0.002448837
4487_4,0.19028686
6428_1,0.008011213
575_7,0.07198365
10904_9,0.96427786
11821_2,0.37537578
11605_1,0.06630572
1111_7,0.8817294
10295_1,0.6890176
1146_4,0.056228492
2405_9,0.062466446
11081_10,0.99411833
2201_10,0.99801034
4844_1,0.017943928
11007_8,0.98822474
6535_7,0.60167634
2653_4,0.034812577
8245_10,0.9393739
9951_8,0.9348348
6133_8,0.6113113
10006_2,0.009890884
7350_1,0.5649749
4509_9,0.98937327
948_1,1.7601451e-05
3987_1,0.042716008
2947_10,0.49515313
6041_3,0.0046646665
2946_1,0.06230526
11967_4,0.0058525736
1185_10,0.9985656
10323_2,0.6673384
11706_2,0.00012984002
3663_1,0.00830456
5602_10,0.99995077
4870_10,0.86511755
1994_1,0.02386056
10807_7,0.9728953
6871_3,0.9761583
1175_2,0.004775254
10919_7,0.99872017
8127_10,0.8481528
12497_4,0.14835012
3274_1,0.44561753
2568_3,0.0016626455
840_2,0.0071373605
5626_10,0.99991465
7561_10,0.9993735
4600_3,0.3241936
3324_9,0.53067493
8899_7,0.73579866
5592_8,0.95009303
12483_4,0.012366208
7874_1,0.00014139342
5878_10,0.676163
4303_9,0.69271046
9421_1,0.00077714975
10269_4,0.004580217
10615_2,0.12400104
2634_10,0.98042095
7522_1,0.0013280102
9289_10,0.98530024
4636_10,0.8843705
1241_7,0.049615018
9458_9,0.72383523
11690_10,0.99362904
7176_4,0.3516303
6212_10,0.97468895
6319_1,0.051835705
5229_3,0.23462966
466_9,0.99806756
8693_2,0.89115846
2952_10,0.99440765
1128_1,0.043173917
3975_10,0.45596167
11365_10,0.99234253
2074_9,0.83310795
9768_10,0.9999039
4895_1,0.2077451
5726_10,0.96847624
9993_10,0.99613166
11319_2,0.9071173
10561_2,0.05023985
5455_8,0.9866862
10684_3,0.01643243
3652_3,0.04704245
7825_1,0.18257213
8806_1,0.0008592992
275_10,0.9256696
2246_1,0.009049682
11968_2,0.00023729567
2528_1,0.47923094
8491_8,0.8091407
13_1,0.10415556
4530_8,0.99921155
5207_3,0.017632747
11648_10,0.88777274
8260_1,0.06495298
10730_10,0.96641916
10402_3,0.22286978
8077_1,0.00015178113
8598_8,0.8863507
2809_3,0.005353273
12490_10,0.994478
1447_9,0.99420506
1605_3,0.04764286
2311_4,0.007944688
3235_9,0.5949554
5725_10,0.9912991
9025_10,0.94778657
6049_9,0.6643808
4803_10,0.99799335
191_9,0.99681026
420_3,0.5477439
5238_2,0.0034206375
1280_9,0.96441156
9408_4,0.006878192
819_1,1.6764286e-09
1656_4,0.0065908143
9964_3,0.066170394
10404_4,0.034942992
12369_10,0.9999565
6423_1,0.0014665128
9942_8,0.84684503
1519_1,0.002387692
100_10,0.99725527
3216_10,0.98621607
3909_10,0.5937817
5034_7,0.9906713
14_8,0.9999869
5891_3,0.0027649202
8496_10,0.9994623
7429_1,0.0018445258
9457_1,1.8631001e-06
9602_8,0.95913684
4198_1,0.005185549
154_2,0.17014931
5070_2,0.012057443
4207_8,0.819374
7758_8,0.78691554
4439_9,0.9952838
12042_1,0.00092733244
7244_1,5.801277e-05
6854_1,2.0875716e-05
11932_10,0.9914535
4151_10,0.9347235
7265_1,0.023487082
10272_7,0.98618996
4256_4,0.04508065
1225_7,0.5589793
956_10,0.9907017
6389_2,0.00020782919
1365_4,0.086727455
4752_7,0.7429383
276_10,0.996442
8766_9,0.9948213
11225_10,0.81791943
6920_1,0.00010771008
11536_1,0.0008285176
1923_9,0.99531
11460_10,0.8551597
10054_7,0.9887927
10845_1,3.4476372e-05
10231_4,0.5838937
9430_8,0.4398524
3226_2,0.02365452
4298_3,0.0547346
10635_4,0.014016985
10567_4,0.0014847909
5460_10,0.9840178
7310_7,0.76226544
10330_2,0.0009796405
5151_9,0.95530885
11_3,0.7584494
1448_8,0.53869563
10130_8,0.92903274
2199_3,0.007592144
1761_10,0.9856184
2782_1,0.0060597905
7618_10,0.9996655
85_10,0.8721325
5730_3,0.010819724
3641_1,0.054942526
8190_9,0.99591005
9533_10,0.9964646
9508_1,3.6885305e-07
237_8,0.99997926
3981_7,0.4312407
7194_9,0.6985624
10584_8,0.74021304
248_2,0.0030856556
8358_4,4.2337233e-05
1218_1,0.00025660417
4191_10,0.040433336
3090_8,0.9500458
11923_2,0.017426295
1640_8,0.97986424
9972_3,0.0017565414
11818_4,0.30862227
4350_10,0.99823594
877_10,0.62864
10017_8,0.88929105
7975_10,0.99713
8436_1,0.007473917
6024_7,0.6570959
3112_1,0.006146869
951_10,0.9892893
1622_1,0.0022166944
191_3,0.20107354
5669_1,0.0049584275
1891_4,0.043624695
12173_9,0.71207595
7887_7,0.5193033
3256_10,0.61149406
5419_1,2.6549333e-06
7635_1,0.0193526
8297_2,0.007644626
7137_8,0.52320004
7562_3,0.15519619
9944_1,1.3080996e-05
4288_1,3.2460787e-06
8087_1,0.16429394
4771_10,0.98476785
10482_10,0.9633978
5324_10,0.9998864
3080_1,0.00041763854
10923_7,0.9913216
1753_7,0.990067
317_10,0.9508952
12474_8,0.81921107
773_8,0.99894553
388_1,0.06083613
12141_2,0.1676651
5667_1,0.22887076
1071_9,0.96373105
2897_10,0.994918
9481_4,0.1133618
12025_1,0.0007096264
8879_7,0.7080234
5683_1,0.006384584
7026_1,0.00029173947
2439_1,0.14413266
3631_7,0.8147627
1650_9,0.022268903
5378_7,0.9940797
9745_1,5.936156e-07
11563_8,0.94100773
299_8,0.8692585
9471_2,0.01801251
1866_1,0.04326991
2639_4,0.007300714
5122_1,0.025963409
12341_7,0.8491858
2936_8,0.99777895
8647_10,0.68354714
4255_9,0.94841015
7262_8,0.16721907
8413_10,0.98899233
10080_1,0.011421278
3973_1,0.7196569
8752_9,0.9999938
4018_2,0.01405226
7669_1,0.0056430968
10421_4,0.029468967
7854_8,0.97862566
162_8,0.7564591
11614_9,0.5050641
11343_8,0.9592097
1708_7,0.25929436
7115_4,0.7325924
10498_10,0.14422686
2944_8,0.959091
10474_3,0.23403609
1263_1,0.10791802
1693_4,0.7981485
9600_9,0.87507546
11173_2,0.44042197
3961_2,0.00829392
8011_1,0.08727568
7386_8,0.83052903
8787_8,0.9951984
12349_9,0.99133074
1776_4,0.2220385
5885_4,0.85079837
220_4,0.0066475803
5547_8,0.9999193
2853_1,0.027322542
2157_2,0.0055464497
11667_2,0.20360729
194_7,0.96615845
1633_1,0.00059292663
6897_2,0.035215974
11568_2,0.058656685
9219_1,0.026581507
477_8,0.9907184
8980_3,0.7466999
4612_10,0.5953772
8030_10,0.98892003
1846_8,0.99989724
2786_8,0.9738772
2634_1,0.0015803884
3110_8,0.9688766
11587_8,0.8615022
11262_8,0.7949293
5680_7,0.07745569
4583_4,0.046161093
1451_1,0.00036227115
4244_4,0.0099826
6176_4,0.0064039305
8851_10,0.99890745
908_9,0.8611778
7494_9,0.35654494
8061_3,0.034740053
789_1,0.31333718
2374_7,0.92558485
11225_3,0.034527157
4467_4,0.00096478657
8516_10,0.012740245
4121_10,0.99356353
10267_7,0.36400402
6040_8,0.86956984
8338_7,0.990312
2903_7,0.99023765
6662_9,0.96168166
5333_10,0.963863
7470_4,0.001080904
8813_1,0.050052926
4514_3,0.99983037
9584_7,0.08357951
11706_8,0.9717755
11538_8,0.83907324
4210_1,0.00019754276
8984_1,0.00029500606
3431_4,0.033249408
4973_10,0.9873669
12260_1,0.0024430288
4267_10,0.99064624
9906_9,0.99964416
670_7,0.9594518
6270_3,0.0021886462
5164_4,0.10847891
9741_2,0.0020517039
3761_8,0.641465
2651_2,0.29484132
7448_10,0.9020342
7184_9,0.9971933
1313_9,0.9934488
10654_8,0.94843376
7151_1,0.00049113465
2320_10,0.7993531
12033_7,0.47774097
6429_1,0.0033904759
1420_4,0.91175646
3002_7,0.6671216
1299_1,0.033908624
7897_9,0.9017315
1529_4,0.16491629
9760_2,0.016816005
11318_1,1.5386208e-06
2217_3,0.010871098
11641_2,0.056887932
7238_10,0.9760534
7710_8,0.99409723
12011_8,0.8028612
4495_7,0.9932462
11144_4,0.45144713
5625_2,0.018549701
2926_7,0.081956126
8538_8,0.6733891
8875_10,0.90909344
10881_10,0.99375474
1662_7,0.98428464
4560_9,0.8703713
6714_4,2.3302839e-05
9059_10,0.8887007
6631_10,0.8111409
8520_1,0.00062248204
918_4,0.27847433
3102_10,0.94547653
3611_2,0.0041680923
8434_10,0.9893477
681_7,0.9999931
7386_4,0.0077991043
7566_9,0.117448635
10110_10,0.9846581
10486_10,0.9984188
1492_3,0.2284188
11823_1,0.0073244395
2331_9,0.9558578
2200_2,0.0026604559
9547_1,0.06629299
785_2,0.0002239079
5101_4,0.07605279
5657_10,0.8671646
6902_7,0.6307938
1490_9,0.9248227
7148_9,0.8865636
7387_8,0.46133712
8277_9,0.92244613
6912_7,0.8039127
170_2,0.93533814
7702_10,0.9998845
4393_3,0.0007921669
2608_3,0.755688
4931_8,0.9494242
10589_10,0.9711652
8623_4,0.004147689
6057_2,0.002983758
2704_9,0.9866599
1790_2,0.50088423
12370_1,2.760772e-06
159_1,1.8577826e-05
343_9,0.9704899
2128_9,0.9540379
11181_8,0.90190524
11775_10,0.9205072
3514_10,0.97459817
6993_2,0.001393633
2866_9,0.64013296
1000_9,0.99064565
11772_7,0.6173736
3355_9,0.22599094
8519_8,0.70877004
7879_3,0.06587294
4332_10,0.9213512
5403_1,0.00026936483
1514_7,0.10825647
7904_1,0.00050314993
10550_2,0.71450937
11442_10,0.9841001
2821_3,0.001197295
5766_1,0.0004762766
8061_9,0.9310797
2166_1,0.00016304471
6206_1,0.019907147
11124_2,0.0025298211
7625_10,0.74221355
90_9,0.76826674
7959_10,0.9895197
7029_10,0.9618249
779_8,0.99990416
1101_4,0.015719341
11189_4,0.21402965
9790_4,0.19528355
10861_1,0.0168684
5902_2,0.1672825
9545_10,0.47997612
3730_1,9.4240636e-07
4951_9,0.57138383
3295_1,0.007475028
9495_2,0.06148046
2876_1,0.29967842
2796_1,0.0060450374
10338_3,0.21177608
10913_7,0.019210976
4685_2,0.0037513108
11586_1,0.008386605
4904_7,0.71950185
7110_7,0.24073957
2086_4,0.056195084
7372_7,0.62871677
135_9,0.89624465
7038_3,0.5897494
1119_2,0.02366883
5057_8,0.5840812
3479_10,0.9993593
6489_8,0.9893496
4910_8,0.989273
5979_10,0.9919171
11304_1,0.010340931
2102_9,0.99972147
8048_1,0.0024764626
12153_7,0.69054586
4832_8,0.95825166
3079_9,0.96061367
8254_2,0.00016672954
7981_7,0.73930156
611_1,0.17842756
307_10,0.859
8861_3,0.0011345791
4635_4,0.73289835
6197_7,0.9668719
6739_3,0.35957816
8588_9,0.9596674
8461_7,0.8176443
10089_1,0.027406087
2609_7,0.66417456
1418_3,0.41321576
2661_10,0.9805598
1253_9,0.94755334
8815_9,0.9251277
9867_8,0.8469702
2155_1,0.021621782
12259_4,0.08502614
11224_3,0.007188375
4781_1,3.1011102e-06
4354_9,0.99992025
9629_9,0.84903437
3629_9,0.992718
6445_10,0.9152863
9526_10,0.99950624
5138_2,0.026341623
349_10,0.9969303
2099_7,0.33768502
4411_1,0.35748336
8127_3,0.037699167
5225_8,0.92630494
7970_3,0.021645924
5688_7,0.6484556
12099_3,0.26403654
6020_4,0.09116981
3892_8,0.99888426
2098_8,0.9952696
4851_7,0.985562
10967_10,0.6257798
6230_4,0.1364682
2211_2,0.023955794
11978_10,0.8032455
8802_1,0.0015685435
11010_3,0.0073544965
10083_2,0.13968962
5588_10,0.6182114
958_10,0.8495157
6771_4,0.740415
6767_9,0.7902873
7302_10,0.99602914
5324_3,0.00089783245
7737_10,0.99841833
8603_10,0.67232466
3029_7,0.995877
8640_2,0.020341726
2139_1,6.713775e-05
6305_10,0.9969694
6884_7,0.9541019
5534_8,0.99761164
7619_8,0.9570766
10057_8,0.98049986
972_7,0.9774515
6245_8,0.9394446
6627_7,0.9251909
3621_10,0.79664123
2290_4,0.8789916
24_4,0.16277279
5689_1,0.00014525576
6497_4,0.07976828
12405_4,0.9847819
11720_7,0.9998221
10088_1,0.00034063938
9258_9,0.9998423
354_4,0.9758223
4770_10,0.99739033
1035_3,0.7071303
739_1,0.0022050375
6267_7,0.9240456
1562_8,0.9402319
1438_1,0.006512585
281_8,0.98982143
1818_1,0.9260799
3943_3,0.025550827
8116_4,0.8694842
6984_1,0.00027525393
5330_4,0.00012239369
8821_8,0.9827843
10484_10,0.9974968
1886_4,0.01508223
7943_2,0.34213305
6438_7,0.9393294
8931_10,0.850819
10538_10,0.7112961
534_10,0.9993892
7329_2,0.0027379028
6614_2,0.7022921
710_10,0.9855898
3120_4,0.005646549
9046_1,0.002091547
5638_2,0.18787262
2455_4,0.06945409
2652_3,0.4669642
11006_4,0.65181094
5065_3,0.00088718085
9805_10,0.9050983
7092_8,0.9898886
1735_10,0.895902
3609_1,8.843961e-05
1201_10,0.99422646
11024_9,0.99987364
3807_10,0.9952223
4483_10,0.5089624
4510_7,0.99729496
8037_1,0.30711707
1760_1,0.010847615
133_8,0.9546155
9039_8,0.80602777
8462_4,0.81518215
2468_10,0.9866414
7684_3,0.0010342766
10350_9,0.9996111
1199_10,0.99945515
8560_1,0.0016777719
6405_3,0.0007733548
1295_1,0.00079266075
6420_1,0.0043300255
12183_9,0.9257056
11619_1,0.00076067826
1415_9,0.96002924
9414_1,0.0003686998
7640_4,0.05158164
9211_9,0.92690754
557_9,0.8941193
4501_9,0.972263
8711_10,0.6320276
2402_1,0.574447
4586_10,0.6122193
176_3,0.0010075537
3545_1,0.11122581
8932_1,1.630079e-07
5829_10,0.8394036
3409_10,0.98822093
3636_3,0.7265894
12048_7,0.99394315
10468_10,0.99976355
11546_10,0.83445853
9444_10,0.99681795
6275_1,0.059911754
152_4,0.45021003
4767_9,0.69504
6751_1,0.0021959487
10245_4,0.023222292
5407_8,0.96609056
1923_1,0.04534353
515_9,0.4072415
9988_1,0.10940105
5928_8,0.9933559
10163_4,0.06994018
7969_10,0.88820624
1494_4,0.14563711
11211_10,0.9719867
1957_1,1.9809058e-05
8484_7,0.46339858
848_2,0.0011848543
5177_1,0.04212753
10667_10,0.96500134
3075_1,0.006401555
9443_10,0.7294183
1572_8,0.7831529
11285_8,0.28987077
3125_1,0.18833694
9265_9,0.93175095
4072_1,0.061921358
6390_2,0.20547314
6496_4,0.7335377
8766_2,0.00045588068
7787_10,0.9867599
5897_10,0.99982893
9027_1,0.019760765
1538_2,0.0272073
1220_3,0.0007451267
8600_3,0.009337695
11432_2,0.62011135
1424_4,0.053220104
7344_10,0.8967372
10842_1,0.16462007
10332_10,0.8228945
4340_4,0.080167405
4868_4,0.121420465
11216_9,0.84644306
12027_10,0.8079439
6785_7,0.72724307
8773_8,0.9840364
8119_4,0.4100519
10138_10,0.9900619
7197_2,2.0949246e-05
1536_3,0.03487376
9981_7,0.92419994
4753_1,0.07845506
2795_7,0.012355026
6672_4,0.042653054
10805_7,0.80445284
5866_1,0.0024553137
570_1,1.2569075e-06
11965_8,0.71908766
3288_1,0.030867016
8135_1,0.6341751
10094_9,0.8981155
5845_10,0.99719596
3570_8,0.06005698
1240_1,0.39775786
231_1,0.0021647513
10628_9,0.97587514
3536_1,0.0040670927
1852_10,0.97640866
8202_7,0.63541687
5907_7,0.90939415
1759_10,0.9924535
4492_10,0.8345032
4844_7,0.031015206
3189_10,0.96260047
3403_10,0.9885461
5874_2,0.0002278351
7809_10,0.98776394
3632_9,0.98536366
11767_2,0.80815965
9925_3,0.8235152
4218_1,0.795345
12036_7,0.45277542
8973_2,0.01187057
2464_10,0.9018332
4094_1,0.016840357
10592_1,0.00085536053
10648_9,0.9217262
3887_10,0.9692834
9092_8,0.93909836
10666_10,0.9980622
8389_10,0.99224174
5281_10,0.95365125
6946_1,0.0007771542
1132_1,0.00083777856
10052_4,0.015911646
768_10,0.99997914
5432_3,0.09434378
7424_3,0.00042523956
2366_2,0.44584122
2865_3,0.49231926
7806_2,0.033084124
8878_3,0.037263233
6298_7,0.99703026
4517_4,0.004320161
12018_10,0.99793774
3662_1,0.0012687637
11393_10,0.9104446
2071_10,0.9990107
8217_8,0.9988306
6568_2,0.024297878
3840_10,0.99036753
1666_3,0.56666833
2360_7,0.9198275
5778_4,0.08280485
5341_4,0.35114625
4044_2,0.0018050693
2503_3,0.0015800197
4095_10,0.9340754
2092_2,0.0087592015
2707_3,6.521913e-05
573_10,0.70242673
6441_7,0.92505074
7565_3,0.009977135
9499_7,0.117693566
657_10,0.99991035
8840_10,0.9879269
1407_4,0.100906774
12453_2,0.083451845
8273_9,0.9918834
8366_7,0.85893583
10643_9,0.09827084
9998_1,1.0782394e-06
1385_1,0.004511343
1354_4,0.051321242
4674_7,0.18228847
3515_4,0.83034503
10426_8,0.95794725
10226_3,0.7437284
10391_4,0.012034426
9968_1,0.0012560275
2893_3,0.00046567162
2546_9,0.26590273
37_1,0.0114868395
1757_10,0.99957985
1569_8,0.97022074
1466_3,0.04423876
7783_1,3.747703e-05
9506_10,0.8660163
10835_3,0.00040590722
2917_9,0.9405258
2495_7,0.99510163
1686_10,0.98575276
2414_7,0.08124625
5318_8,0.95371
8858_8,0.84811884
8112_1,0.0014735695
6532_2,0.017311042
2526_10,0.9086443
11089_7,0.9985613
4297_8,0.66277367
3179_9,0.9971234
5832_10,0.9984326
10539_8,0.79504293
9226_10,0.76775354
9878_1,0.40512684
7940_10,0.9997547
7195_10,0.79062605
2979_1,0.05893386
3597_10,0.99999976
2931_8,0.70229346
8571_10,0.6519309
12148_1,2.3297487e-07
4047_2,3.8346756e-05
6164_10,0.98233056
2214_8,0.99984276
5903_1,0.03328696
7931_9,0.41321662
1205_3,0.52073455
5983_10,0.9873892
10424_7,0.64632416
11032_7,0.9244232
1303_10,0.99045485
10390_1,0.00033986784
8349_2,0.004457213
3605_8,0.8103787
12273_1,0.0014878212
60_1,0.024931632
3879_9,0.87747616
12431_4,0.13652658
4499_2,0.0092357565
5786_10,0.7666578
5521_4,0.8282243
793_8,0.9773401
7948_3,0.037739452
9022_2,0.00059484696
11071_1,0.0020011675
4991_3,0.71939087
8226_1,0.02776189
8762_3,0.062440302
6918_4,0.010495824
844_10,0.9516332
11503_8,0.2697916
7406_8,0.9295099
7743_1,0.006025204
514_3,0.03721978
10927_9,0.8794862
3731_7,0.99804294
8870_4,0.70440185
11099_10,0.9994073
8456_10,0.8203648
10944_7,0.012437957
7168_3,0.004700221
3378_10,0.20757091
8203_3,0.96861124
5676_1,7.337468e-07
5061_9,0.9922051
6238_8,0.5023012
1136_8,0.16584623
6234_3,0.14677171
9510_3,0.6121714
9632_7,0.22859675
4357_1,0.04238277
1176_9,0.9857642
10821_8,0.9993667
4143_4,0.0888938
5074_8,0.8536682
11673_1,0.006073111
11072_2,0.00080167135
1816_4,0.48240378
3974_7,0.50129783
796_4,0.082505636
8540_2,0.021416305
10959_8,0.9897237
4576_10,0.15682687
7030_1,0.05028795
3340_10,0.9265127
3223_3,0.009394529
3030_1,0.089435674
4194_1,2.9818779e-05
11322_1,0.00084954384
1785_1,0.009906408
7109_2,0.017785763
4120_1,0.00030090366
3024_7,0.87201524
589_2,0.01380656
2480_10,0.47572413
4878_1,0.16367969
571_1,0.5977126
12156_8,0.9619351
7547_9,0.99809664
6577_10,0.9999541
7101_3,0.023254063
1731_3,0.1368233
10424_1,0.0035703753
9056_10,0.9922496
11959_3,0.048203945
6952_4,0.0025775651
8709_10,0.94429153
4716_10,0.99829775
2393_10,0.9647151
4007_7,0.70507056
1196_2,0.22893003
8483_1,0.002966406
1840_3,0.30543983
6108_1,0.0017272513
4621_8,0.9425833
11332_4,0.99902725
8800_10,0.9998702
886_7,0.9720133
6495_8,0.1153502
6193_10,0.0155820595
10297_1,0.006967833
4233_1,0.08393318
3121_10,0.94982034
1681_10,0.9033761
5789_1,0.021799559
6446_10,0.9999621
